committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end,policy_field
Digitales,"Schäffler, Frank",Frank,Schäffler,Frank Schäffler,Frank Schäffler,18189342,WP_20,2021-10-26,NA,digitalisierung_technik
Digitales,"Cotar, Joana",Joana,Cotar,Joana Cotar,Joana Cotar,814970546366611457,WP_20,2021-10-26,NA,digitalisierung_technik
Digitales,"Lenk, Barbara",Barbara,Lenk,Barbara Lenk,Barbara Lenk,NA,WP_20,2021-10-26,NA,digitalisierung_technik
Digitales,"Schmidt, Eugen",Eugen,Schmidt,Eugen Schmidt,Eugen Schmidt,806500455870320641,WP_20,2021-10-26,NA,digitalisierung_technik
Digitales,"Storch, Beatrix von",Beatrix von,Storch,Beatrix von Storch,Beatrix von Storch,805308596,WP_20,2021-10-26,NA,digitalisierung_technik
Digitales,"Domscheit-Berg, Anke",Anke,Domscheit-Berg,Anke Domscheit-Berg,Anke Domscheit-Berg,16557497,WP_20,2021-10-26,NA,digitalisierung_technik
Digitales,"Sitte, Dr. Petra",Dr. Petra,Sitte,Dr. Petra Sitte,Petra Sitte,293522998,WP_20,2021-10-26,NA,digitalisierung_technik
Ernährung und Landwirtschaft,"Färber, Hermann",Hermann,Färber,Hermann Färber,Hermann Färber,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Hocker, Dr. Gero Clemens",Dr. Gero Clemens,Hocker,Dr. Gero Clemens Hocker,Gero Clemens Hocker,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"De Ridder, Dr. Daniela",Dr. Daniela,De Ridder,Dr. Daniela De Ridder,Daniela De Ridder,2842430247,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Hagl-Kehl, Rita",Rita,Hagl-Kehl,Rita Hagl-Kehl,Rita Hagl-Kehl,836553428042141697,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Kassautzki, Anna",Anna,Kassautzki,Anna Kassautzki,Anna Kassautzki,2776064484,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Kersten, Dr. Franziska",Dr. Franziska,Kersten,Dr. Franziska Kersten,Franziska Kersten,729399137272213505,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Lehmann, Sylvia",Sylvia,Lehmann,Sylvia Lehmann,Sylvia Lehmann,2320712427,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Licina-Bode, Luiza",Luiza,Licina-Bode,Luiza Licina-Bode,Luiza Licina-Bode,1398240466395611142,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Mackensen-Geis, Isabel",Isabel,Mackensen-Geis,Isabel Mackensen-Geis,Isabel Mackensen-Geis,2322165327,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Mittag, Susanne",Susanne,Mittag,Susanne Mittag,Susanne Mittag,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Schätzl, Johannes",Johannes,Schätzl,Johannes Schätzl,Johannes Schätzl,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Schierenbeck, Peggy",Peggy,Schierenbeck,Peggy Schierenbeck,Peggy Schierenbeck,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Auernhammer, Artur",Artur,Auernhammer,Artur Auernhammer,Artur Auernhammer,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Stegemann, Albert",Albert,Stegemann,Albert Stegemann,Albert Stegemann,1127961248493129728,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Stier, Dieter",Dieter,Stier,Dieter Stier,Dieter Stier,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Straubinger, Max",Max,Straubinger,Max Straubinger,Max Straubinger,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Stumpp, Christina",Christina,Stumpp,Christina Stumpp,Christina Stumpp,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Thies, Hans-Jürgen",Hans-Jürgen,Thies,Hans-Jürgen Thies,Hans-Jürgen Thies,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Vogt, Dr. Oliver",Dr. Oliver,Vogt,Dr. Oliver Vogt,Oliver Vogt,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Bär, Karl",Karl,Bär,Karl Bär,Karl Bär,33172351,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Künast, Renate",Renate,Künast,Renate Künast,Renate Künast,1425265488,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Mayer, Zoe",Zoe,Mayer,Zoe Mayer,Zoe Mayer,1248662696318418950,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Schröder, Christina-Johanne",Christina-Johanne,Schröder,Christina-Johanne Schröder,Christina-Johanne Schröder,724395216,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Spallek, Dr. Anne Monika",Dr. Anne Monika,Spallek,Dr. Anne Monika Spallek,Anne Monika Spallek,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Wagener, Niklas",Niklas,Wagener,Niklas Wagener,Niklas Wagener,1166603377,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Bodtke, Ingo",Ingo,Bodtke,Ingo Bodtke,Ingo Bodtke,3418642394,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Busen, Karlheinz",Karlheinz,Busen,Karlheinz Busen,Karlheinz Busen,935554963639558145,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Harzer, Ulrike",Ulrike,Harzer,Ulrike Harzer,Ulrike Harzer,1238937177003888646,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Felser, Peter",Peter,Felser,Peter Felser,Peter Felser,3384789731,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Protschka, Stephan",Stephan,Protschka,Stephan Protschka,Stephan Protschka,1412287272,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Rinck, Frank",Frank,Rinck,Frank Rinck,Frank Rinck,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Schattner, Bernd",Bernd,Schattner,Bernd Schattner,Bernd Schattner,868931638486609922,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Latendorf, Ina",Ina,Latendorf,Ina Latendorf,Ina Latendorf,NA,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Ernährung und Landwirtschaft,"Lay, Caren",Caren,Lay,Caren Lay,Caren Lay,21404382,WP_20,2021-10-26,NA,landwirtschaft_ernaehrung
Europäische Union,"Hofreiter, Dr. Anton",Dr. Anton,Hofreiter,Dr. Anton Hofreiter,Anton Hofreiter,442678902,WP_20,2021-10-26,NA,europa
Europäische Union,"Töns, Markus",Markus,Töns,Markus Töns,Markus Töns,3522875063,WP_20,2021-10-26,NA,europa
Europäische Union,"Andres, Dagmar",Dagmar,Andres,Dagmar Andres,Dagmar Andres,126421442,WP_20,2021-10-26,NA,europa
Europäische Union,"Baradari, Nezahat",Nezahat,Baradari,Nezahat Baradari,Nezahat Baradari,2773426719,WP_20,2021-10-26,NA,europa
Europäische Union,"Fäscher, Ariane",Ariane,Fäscher,Ariane Fäscher,Ariane Fäscher,1371580189000486919,WP_20,2021-10-26,NA,europa
Europäische Union,"Funke, Fabian",Fabian,Funke,Fabian Funke,Fabian Funke,941607536968519680,WP_20,2021-10-26,NA,europa
Europäische Union,"Juratovic, Josip",Josip,Juratovic,Josip Juratovic,Josip Juratovic,738731811380076544,WP_20,2021-10-26,NA,europa
Europäische Union,"Nürnberger, Jörg",Jörg,Nürnberger,Jörg Nürnberger,Jörg Nürnberger,1354090527898148865,WP_20,2021-10-26,NA,europa
Europäische Union,"Petry, Christian",Christian,Petry,Christian Petry,Christian Petry,64159881,WP_20,2021-10-26,NA,europa
Europäische Union,"Schäfer, Axel",Axel,Schäfer,Axel Schäfer,Axel Schäfer,NA,WP_20,2021-10-26,NA,europa
Europäische Union,"Schraps, Johannes",Johannes,Schraps,Johannes Schraps,Johannes Schraps,1356753444,WP_20,2021-10-26,NA,europa
Europäische Union,"Tausend, Claudia",Claudia,Tausend,Claudia Tausend,Claudia Tausend,NA,WP_20,2021-10-26,NA,europa
Europäische Union,"Brinkhaus, Ralph",Ralph,Brinkhaus,Ralph Brinkhaus,Ralph Brinkhaus,38001527,WP_20,2021-10-26,NA,europa
Europäische Union,"Bury, Yannick",Yannick,Bury,Yannick Bury,Yannick Bury,33738797,WP_20,2021-10-26,NA,europa
Europäische Union,"Klein, Dr. Ottilie",Dr. Ottilie,Klein,Dr. Ottilie Klein,Ottilie Klein,728577706489720832,WP_20,2021-10-26,NA,europa
Europäische Union,"Krichbaum, Gunther",Gunther,Krichbaum,Gunther Krichbaum,Gunther Krichbaum,1161098384020824069,WP_20,2021-10-26,NA,europa
Europäische Union,"Kuban, Tilman",Tilman,Kuban,Tilman Kuban,Tilman Kuban,970038451,WP_20,2021-10-26,NA,europa
Europäische Union,"Ploß, Dr. Christoph",Dr. Christoph,Ploß,Dr. Christoph Ploß,Christoph Ploß,928335737803722753,WP_20,2021-10-26,NA,europa
Europäische Union,"Radwan, Alexander",Alexander,Radwan,Alexander Radwan,Alexander Radwan,2831760211,WP_20,2021-10-26,NA,europa
Europäische Union,"Santos-Wintz, Catarina dos",Catarina dos,Santos-Wintz,Catarina dos Santos-Wintz,Catarina dos Santos-Wintz,NA,WP_20,2021-10-26,NA,europa
Europäische Union,"Scheuer, Andreas",Andreas,Scheuer,Andreas Scheuer,Andreas Scheuer,50315139,WP_20,2021-10-26,NA,europa
Europäische Union,"Seif, Detlef",Detlef,Seif,Detlef Seif,Detlef Seif,NA,WP_20,2021-10-26,NA,europa
Europäische Union,"Winkler, Tobias",Tobias,Winkler,Tobias Winkler,Tobias Winkler,2811445750,WP_20,2021-10-26,NA,europa
Europäische Union,"Grützmacher, Sabine",Sabine,Grützmacher,Sabine Grützmacher,Sabine Grützmacher,1221559096463306752,WP_20,2021-10-26,NA,europa
Europäische Union,"Kopf, Chantal",Chantal,Kopf,Chantal Kopf,Chantal Kopf,820001178943627266,WP_20,2021-10-26,NA,europa
Europäische Union,"Mijatović, Boris",Boris,Mijatović,Boris Mijatović,Boris Mijatović,718050209163509760,WP_20,2021-10-26,NA,europa
Europäische Union,"Pahlke, Julian",Julian,Pahlke,Julian Pahlke,Julian Pahlke,960825326132752385,WP_20,2021-10-26,NA,europa
Europäische Union,"Sacher, Michael",Michael,Sacher,Michael Sacher,Michael Sacher,3294006790,WP_20,2021-10-26,NA,europa
Europäische Union,"Wagener, Robin",Robin,Wagener,Robin Wagener,Robin Wagener,392302434,WP_20,2021-10-26,NA,europa
Europäische Union,"Adler, Katja",Katja,Adler,Katja Adler,Katja Adler,712941191,WP_20,2021-10-26,NA,europa
Europäische Union,"Hacker, Thomas",Thomas,Hacker,Thomas Hacker,Thomas Hacker,89209507,WP_20,2021-10-26,NA,europa
Europäische Union,"Jurisch, Dr. Ann-Veruschka",Dr. Ann-Veruschka,Jurisch,Dr. Ann-Veruschka Jurisch,Ann-Veruschka Jurisch,1377177846158778373,WP_20,2021-10-26,NA,europa
Europäische Union,"Link, Michael Georg",Michael Georg,Link,Michael Georg Link,Michael Georg Link,3034092143,WP_20,2021-10-26,NA,europa
Europäische Union,"Stockmeier, Konrad",Konrad,Stockmeier,Konrad Stockmeier,Konrad Stockmeier,NA,WP_20,2021-10-26,NA,europa
Europäische Union,"Haug, Jochen",Jochen,Haug,Jochen Haug,Jochen Haug,717077328669646849,WP_20,2021-10-26,NA,europa
Europäische Union,"Kleinwächter, Norbert",Norbert,Kleinwächter,Norbert Kleinwächter,Norbert Kleinwächter,865920519668989955,WP_20,2021-10-26,NA,europa
Europäische Union,"Miazga, Corinna",Corinna,Miazga,Corinna Miazga,Corinna Miazga,868762469115846657,WP_20,2021-10-26,NA,europa
Europäische Union,"Weyel, Prof. Dr. Harald",Prof. Dr. Harald,Weyel,Prof. Dr. Harald Weyel,Harald Weyel,841412635270762496,WP_20,2021-10-26,NA,europa
Europäische Union,"Hunko, Andrej",Andrej,Hunko,Andrej Hunko,Andrej Hunko,87281380,WP_20,2021-10-26,NA,europa
Europäische Union,"Ulrich, Alexander",Alexander,Ulrich,Alexander Ulrich,Alexander Ulrich,NA,WP_20,2021-10-26,NA,europa
"Familie, Senioren, Frauen und Jugend","Bahr, Ulrike",Ulrike,Bahr,Ulrike Bahr,Ulrike Bahr,724565991104110592,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Timmermann-Fechter, Astrid",Astrid,Timmermann-Fechter,Astrid Timmermann-Fechter,Astrid Timmermann-Fechter,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Baldy, Daniel",Daniel,Baldy,Daniel Baldy,Daniel Baldy,3305672686,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Breymaier, Leni",Leni,Breymaier,Leni Breymaier,Leni Breymaier,748453543632330752,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Döring, Felix",Felix,Döring,Felix Döring,Felix Döring,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Fäscher, Ariane",Ariane,Fäscher,Ariane Fäscher,Ariane Fäscher,1371580189000486919,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Hennig, Anke",Anke,Hennig,Anke Hennig,Anke Hennig,1283381888372047872,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Hostert, Jasmina",Jasmina,Hostert,Jasmina Hostert,Jasmina Hostert,817937942,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Lahrkamp, Sarah",Sarah,Lahrkamp,Sarah Lahrkamp,Sarah Lahrkamp,1238059203526307842,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Malottki, Erik von",Erik von,Malottki,Erik von Malottki,Erik von Malottki,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Ortleb, Josephine",Josephine,Ortleb,Josephine Ortleb,Josephine Ortleb,21618829,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Schwartze, Stefan",Stefan,Schwartze,Stefan Schwartze,Stefan Schwartze,1117526742,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Breher, Silvia",Silvia,Breher,Silvia Breher,Silvia Breher,1337056810566553607,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Edelhäußer, Ralph",Ralph,Edelhäußer,Ralph Edelhäußer,Ralph Edelhäußer,152339060,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Janssen, Anne",Anne,Janssen,Anne Janssen,Anne Janssen,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Lehrieder, Paul",Paul,Lehrieder,Paul Lehrieder,Paul Lehrieder,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Leikert, Dr. Katja",Dr. Katja,Leikert,Dr. Katja Leikert,Katja Leikert,467381196,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Storjohann, Gero",Gero,Storjohann,Gero Storjohann,Gero Storjohann,20534846,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Tebroke, Dr. Hermann-Josef",Dr. Hermann-Josef,Tebroke,Dr. Hermann-Josef Tebroke,Hermann-Josef Tebroke,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Vries, Christoph de",Christoph de,Vries,Christoph de Vries,Christoph de Vries,1193925069476696064,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Wulf, Mareike Lotte",Mareike Lotte,Wulf,Mareike Lotte Wulf,Mareike Lotte Wulf,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Fester, Emilia",Emilia,Fester,Emilia Fester,Emilia Fester,956609533312462850,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Gambir, Schahina",Schahina,Gambir,Schahina Gambir,Schahina Gambir,1284802020382310400,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Lang, Ricarda",Ricarda,Lang,Ricarda Lang,Ricarda Lang,1405886484,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Loop, Denise",Denise,Loop,Denise Loop,Denise Loop,797403769378131968,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Schauws, Ulle",Ulle,Schauws,Ulle Schauws,Ulle Schauws,17363943,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Stahr, Nina",Nina,Stahr,Nina Stahr,Nina Stahr,19530651,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Adler, Katja",Katja,Adler,Katja Adler,Katja Adler,712941191,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Bauer, Nicole",Nicole,Bauer,Nicole Bauer,Nicole Bauer,1061873979760263168,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Gassner-Herz, Martin",Martin,Gassner-Herz,Martin Gassner-Herz,Martin Gassner-Herz,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Seestern-Pauly, Matthias",Matthias,Seestern-Pauly,Matthias Seestern-Pauly,Matthias Seestern-Pauly,1006099793888841729,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Tippelt, Nico",Nico,Tippelt,Nico Tippelt,Nico Tippelt,53369932,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Bollmann, Gereon",Gereon,Bollmann,Gereon Bollmann,Gereon Bollmann,1434859640098107396,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Ehrhorn, Thomas",Thomas,Ehrhorn,Thomas Ehrhorn,Thomas Ehrhorn,3242322815,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Harder-Kühnel, Mariana Iris",Mariana Iris,Harder-Kühnel,Mariana Iris Harder-Kühnel,Mariana Iris Harder-Kühnel,NA,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Reichardt, Martin",Martin,Reichardt,Martin Reichardt,Martin Reichardt,2545743991,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Akbulut, Gökay",Gökay,Akbulut,Gökay Akbulut,Gökay Akbulut,800457587510476800,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Reichinnek, Heidi",Heidi,Reichinnek,Heidi Reichinnek,Heidi Reichinnek,3417281013,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Huber, Johannes",Johannes,Huber,Johannes Huber,Johannes Huber,2527085323,WP_20,2021-10-26,NA,soziales
"Familie, Senioren, Frauen und Jugend","Huber, Johannes",Johannes,Huber,Johannes Huber,Johannes Huber,925286741921189888,WP_20,2021-10-26,NA,soziales
Finanzen,"Rainer, Alois",Alois,Rainer,Alois Rainer,Alois Rainer,1310491780618555396,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Beck, Katharina",Katharina,Beck,Katharina Beck,Katharina Beck,36052322,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Andres, Dagmar",Dagmar,Andres,Dagmar Andres,Dagmar Andres,126421442,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Daldrup, Bernhard",Bernhard,Daldrup,Bernhard Daldrup,Bernhard Daldrup,1329019163126476800,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Heiligenstadt, Frauke",Frauke,Heiligenstadt,Frauke Heiligenstadt,Frauke Heiligenstadt,20715527,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Heselhaus, Nadine",Nadine,Heselhaus,Nadine Heselhaus,Nadine Heselhaus,1335619744909627394,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Kasper, Carlos",Carlos,Kasper,Carlos Kasper,Carlos Kasper,1213136273432440832,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Klüssendorf, Tim",Tim,Klüssendorf,Tim Klüssendorf,Tim Klüssendorf,19160769,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Marvi, Parsa",Parsa,Marvi,Parsa Marvi,Parsa Marvi,973597518,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Oehl, Lennard",Lennard,Oehl,Lennard Oehl,Lennard Oehl,631226773,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Schraps, Johannes",Johannes,Schraps,Johannes Schraps,Johannes Schraps,1356753444,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Schrodi, Michael",Michael,Schrodi,Michael Schrodi,Michael Schrodi,806975237766135813,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Wegling, Melanie",Melanie,Wegling,Melanie Wegling,Melanie Wegling,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Zimmermann, Dr. Jens",Dr. Jens,Zimmermann,Dr. Jens Zimmermann,Jens Zimmermann,449619355,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Zorn, Armand",Armand,Zorn,Armand Zorn,Armand Zorn,1313187376378908675,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Brehm, Sebastian",Sebastian,Brehm,Sebastian Brehm,Sebastian Brehm,904304932257492992,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Brodesser, Dr. Carsten",Dr. Carsten,Brodesser,Dr. Carsten Brodesser,Carsten Brodesser,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Güntzler, Fritz",Fritz,Güntzler,Fritz Güntzler,Fritz Güntzler,779601750789656576,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Gutting, Olav",Olav,Gutting,Olav Gutting,Olav Gutting,58429842,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Hauer, Matthias",Matthias,Hauer,Matthias Hauer,Matthias Hauer,1158585210,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Meister, Dr. Michael",Dr. Michael,Meister,Dr. Michael Meister,Michael Meister,34214048,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Müller, Stefan",Stefan,Müller,Stefan Müller,Stefan Müller,17960911,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Müller, Stefan",Stefan,Müller,Stefan Müller,Stefan Müller,119048840,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Steiniger, Johannes",Johannes,Steiniger,Johannes Steiniger,Johannes Steiniger,83474160,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Stetten, Christian Freiherr von",Christian Freiherr von,Stetten,Christian Freiherr von Stetten,Christian Freiherr von Stetten,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Tebroke, Dr. Hermann-Josef",Dr. Hermann-Josef,Tebroke,Dr. Hermann-Josef Tebroke,Hermann-Josef Tebroke,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Tillmann, Antje",Antje,Tillmann,Antje Tillmann,Antje Tillmann,1082925763316367360,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Detzer, Dr. Sandra",Dr. Sandra,Detzer,Dr. Sandra Detzer,Sandra Detzer,797777115689132032,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Düring, Deborah",Deborah,Düring,Deborah Düring,Deborah Düring,1249088270128029696,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Grützmacher, Sabine",Sabine,Grützmacher,Sabine Grützmacher,Sabine Grützmacher,1221559096463306752,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Müller, Sascha",Sascha,Müller,Sascha Müller,Sascha Müller,52793798,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Schäfer, Dr. Sebastian",Dr. Sebastian,Schäfer,Dr. Sebastian Schäfer,Sebastian Schäfer,3367452609,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Schmidt, Stefan",Stefan,Schmidt,Stefan Schmidt,Stefan Schmidt,930725836482928640,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Herbrand, Markus",Markus,Herbrand,Markus Herbrand,Markus Herbrand,997138767763750912,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Mansmann, Till",Till,Mansmann,Till Mansmann,Till Mansmann,954049866283483136,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Mordhorst, Maximilian",Maximilian,Mordhorst,Maximilian Mordhorst,Maximilian Mordhorst,2174533082,WP_20,2021-10-26,NA,haushalt_finanzen
Finanzen,"Raffelhüschen, Claudia",Claudia,Raffelhüschen,Claudia Raffelhüschen,Claudia Raffelhüschen,NA,WP_20,2021-10-26,NA,haushalt_finanzen
