committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end,policy_field
Gesundheit,"Heitmann, Linda",Linda,Heitmann,Linda Heitmann,Linda Heitmann,796076739642490880,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Schulz-Asche, Kordula",Kordula,Schulz-Asche,Kordula Schulz-Asche,Kordula Schulz-Asche,17870195,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Wagner, Johannes",Johannes,Wagner,Johannes Wagner,Johannes Wagner,837741064052215815,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Weishaupt, Saskia",Saskia,Weishaupt,Saskia Weishaupt,Saskia Weishaupt,574285449,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Aschenberg-Dugnus, Christine",Christine,Aschenberg-Dugnus,Christine Aschenberg-Dugnus,Christine Aschenberg-Dugnus,25980076,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Lindemann, Lars",Lars,Lindemann,Lars Lindemann,Lars Lindemann,96146500,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Lütke, Kristine",Kristine,Lütke,Kristine Lütke,Kristine Lütke,875431735256920065,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Ullmann, Prof. Dr. Andrew",Prof. Dr. Andrew,Ullmann,Prof. Dr. Andrew Ullmann,Andrew Ullmann,609972369,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Westig, Nicole",Nicole,Westig,Nicole Westig,Nicole Westig,989145249682526213,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Baum, Dr. Christina",Dr. Christina,Baum,Dr. Christina Baum,Christina Baum,955899834325700609,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Dietz, Thomas",Thomas,Dietz,Thomas Dietz,Thomas Dietz,1117821932,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Schneider, Jörg",Jörg,Schneider,Jörg Schneider,Jörg Schneider,719975730784956416,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Sichert, Martin",Martin,Sichert,Martin Sichert,Martin Sichert,918405860862382082,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Ziegler, Kay-Uwe",Kay-Uwe,Ziegler,Kay-Uwe Ziegler,Kay-Uwe Ziegler,846770487480995841,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Gürpinar, Ates",Ates,Gürpinar,Ates Gürpinar,Ates Gürpinar,833040538370719746,WP_20,2021-10-26,NA,gesundheit
Gesundheit,"Vogler, Kathrin",Kathrin,Vogler,Kathrin Vogler,Kathrin Vogler,21287514,WP_20,2021-10-26,NA,gesundheit
Haushalt,"Braun, Prof. Dr. Helge",Prof. Dr. Helge,Braun,Prof. Dr. Helge Braun,Helge Braun,19108071,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Hagedorn, Bettina",Bettina,Hagedorn,Bettina Hagedorn,Bettina Hagedorn,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Dilcher, Esther",Esther,Dilcher,Esther Dilcher,Esther Dilcher,939092636165689345,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Esdar, Dr. Wiebke",Dr. Wiebke,Esdar,Dr. Wiebke Esdar,Wiebke Esdar,1042109887604563968,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Gerster, Martin",Martin,Gerster,Martin Gerster,Martin Gerster,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Hakverdi, Metin",Metin,Hakverdi,Metin Hakverdi,Metin Hakverdi,1043288618,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Junge, Frank",Frank,Junge,Frank Junge,Frank Junge,77928749,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Michel, Kathrin",Kathrin,Michel,Kathrin Michel,Kathrin Michel,1166055765402144771,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Papenbrock, Wiebke",Wiebke,Papenbrock,Wiebke Papenbrock,Wiebke Papenbrock,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Rohde, Dennis",Dennis,Rohde,Dennis Rohde,Dennis Rohde,18160122,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Rudolph, Dr. Thorsten",Dr. Thorsten,Rudolph,Dr. Thorsten Rudolph,Thorsten Rudolph,540276932,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Schwarz, Andreas",Andreas,Schwarz,Andreas Schwarz,Andreas Schwarz,53617577,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Schwarz, Andreas",Andreas,Schwarz,Andreas Schwarz,Andreas Schwarz,2226815116,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Stadler, Svenja",Svenja,Stadler,Svenja Stadler,Svenja Stadler,3337459024,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Thews, Michael",Michael,Thews,Michael Thews,Michael Thews,409258073,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Berghegger, Dr. André",Dr. André,Berghegger,Dr. André Berghegger,André Berghegger,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Gädechens, Ingo",Ingo,Gädechens,Ingo Gädechens,Ingo Gädechens,1157298670745899014,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Haase, Christian",Christian,Haase,Christian Haase,Christian Haase,1601699642,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Körber, Carsten",Carsten,Körber,Carsten Körber,Carsten Körber,1362372381814231041,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Launert, Dr. Silke",Dr. Silke,Launert,Dr. Silke Launert,Silke Launert,4926993244,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Lehrieder, Paul",Paul,Lehrieder,Paul Lehrieder,Paul Lehrieder,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Mattfeldt, Andreas",Andreas,Mattfeldt,Andreas Mattfeldt,Andreas Mattfeldt,23447001,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Oßner, Florian",Florian,Oßner,Florian Oßner,Florian Oßner,1294532364,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Radomski, Kerstin",Kerstin,Radomski,Kerstin Radomski,Kerstin Radomski,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Rief, Josef",Josef,Rief,Josef Rief,Josef Rief,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Uhl, Markus",Markus,Uhl,Markus Uhl,Markus Uhl,1391875208,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Banaszak, Felix",Felix,Banaszak,Felix Banaszak,Felix Banaszak,395209158,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Hönel, Bruno",Bruno,Hönel,Bruno Hönel,Bruno Hönel,859112360228917249,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Kindler, Sven-Christian",Sven-Christian,Kindler,Sven-Christian Kindler,Sven-Christian Kindler,17343047,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Kurth, Markus",Markus,Kurth,Markus Kurth,Markus Kurth,150188536,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Piechotta, Dr. Paula",Dr. Paula,Piechotta,Dr. Paula Piechotta,Paula Piechotta,52318801,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Schäfer, Jamila",Jamila,Schäfer,Jamila Schäfer,Jamila Schäfer,859883348,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Schäfer, Dr. Sebastian",Dr. Sebastian,Schäfer,Dr. Sebastian Schäfer,Sebastian Schäfer,3367452609,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Fricke, Otto",Otto,Fricke,Otto Fricke,Otto Fricke,18044683,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Herbst, Torsten",Torsten,Herbst,Torsten Herbst,Torsten Herbst,17561226,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Klein, Karsten",Karsten,Klein,Karsten Klein,Karsten Klein,995228494023086080,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Lieb, Dr. Thorsten",Dr. Thorsten,Lieb,Dr. Thorsten Lieb,Thorsten Lieb,2411398358,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Raffelhüschen, Claudia",Claudia,Raffelhüschen,Claudia Raffelhüschen,Claudia Raffelhüschen,NA,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Schäffler, Frank",Frank,Schäffler,Frank Schäffler,Frank Schäffler,18189342,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Boehringer, Peter",Peter,Boehringer,Peter Boehringer,Peter Boehringer,99268600,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Bühl, Marcus",Marcus,Bühl,Marcus Bühl,Marcus Bühl,729360191263780867,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Espendiller, Dr. Michael",Dr. Michael,Espendiller,Dr. Michael Espendiller,Michael Espendiller,885167849685340161,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Schielke-Ziesing, Ulrike",Ulrike,Schielke-Ziesing,Ulrike Schielke-Ziesing,Ulrike Schielke-Ziesing,866924100,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Wiehle, Wolfgang",Wolfgang,Wiehle,Wolfgang Wiehle,Wolfgang Wiehle,1003656299589132291,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Lötzsch, Dr. Gesine",Dr. Gesine,Lötzsch,Dr. Gesine Lötzsch,Gesine Lötzsch,24178198,WP_20,2021-10-26,NA,haushalt_finanzen
Haushalt,"Perli, Victor",Victor,Perli,Victor Perli,Victor Perli,3350681139,WP_20,2021-10-26,NA,haushalt_finanzen
Inneres und Heimat,"Castellucci, Prof. Dr. Lars",Prof. Dr. Lars,Castellucci,Prof. Dr. Lars Castellucci,Lars Castellucci,17469649,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Demir, Hakan",Hakan,Demir,Hakan Demir,Hakan Demir,2942564267,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Fiedler, Sebastian",Sebastian,Fiedler,Sebastian Fiedler,Sebastian Fiedler,417280296,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Grötsch, Uli",Uli,Grötsch,Uli Grötsch,Uli Grötsch,867351565757239296,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Hartmann, Sebastian",Sebastian,Hartmann,Sebastian Hartmann,Sebastian Hartmann,1076269195,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Kaiser, Elisabeth",Elisabeth,Kaiser,Elisabeth Kaiser,Elisabeth Kaiser,1425035358,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Koß, Simona",Simona,Koß,Simona Koß,Simona Koß,1359549652199170050,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Kreiser, Dunja",Dunja,Kreiser,Dunja Kreiser,Dunja Kreiser,3392540248,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Lindh, Helge",Helge,Lindh,Helge Lindh,Helge Lindh,454981027,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Schäfer, Ingo",Ingo,Schäfer,Ingo Schäfer,Ingo Schäfer,1380107899092017159,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Schierenbeck, Peggy",Peggy,Schierenbeck,Peggy Schierenbeck,Peggy Schierenbeck,NA,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Wegge, Carmen",Carmen,Wegge,Carmen Wegge,Carmen Wegge,1086174715239116800,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Yüksel, Gülistan",Gülistan,Yüksel,Gülistan Yüksel,Gülistan Yüksel,NA,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Amthor, Philipp",Philipp,Amthor,Philipp Amthor,Philipp Amthor,934016327567790080,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Breilmann, Michael",Michael,Breilmann,Michael Breilmann,Michael Breilmann,893027627568697344,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Heck, Dr. Stefan",Dr. Stefan,Heck,Dr. Stefan Heck,Stefan Heck,2976064481,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Henrichmann, Marc",Marc,Henrichmann,Marc Henrichmann,Marc Henrichmann,44608858,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Hoffmann, Alexander",Alexander,Hoffmann,Alexander Hoffmann,Alexander Hoffmann,1193816843519172608,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Launert, Dr. Silke",Dr. Silke,Launert,Dr. Silke Launert,Silke Launert,4926993244,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Nicolaisen, Petra",Petra,Nicolaisen,Petra Nicolaisen,Petra Nicolaisen,NA,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Oppelt, Moritz",Moritz,Oppelt,Moritz Oppelt,Moritz Oppelt,1042344502776791041,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Oster, Josef",Josef,Oster,Josef Oster,Josef Oster,28089973,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Seif, Detlef",Detlef,Seif,Detlef Seif,Detlef Seif,NA,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Throm, Alexander",Alexander,Throm,Alexander Throm,Alexander Throm,829056811974144001,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Vries, Christoph de",Christoph de,Vries,Christoph de Vries,Christoph de Vries,1193925069476696064,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Wittmann, Mechthilde",Mechthilde,Wittmann,Mechthilde Wittmann,Mechthilde Wittmann,NA,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Eckert, Leon",Leon,Eckert,Leon Eckert,Leon Eckert,714742039,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Emmerich, Marcel",Marcel,Emmerich,Marcel Emmerich,Marcel Emmerich,16695267,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Göring-Eckardt, Katrin",Katrin,Göring-Eckardt,Katrin Göring-Eckardt,Katrin Göring-Eckardt,626287930,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Kaddor, Lamya",Lamya,Kaddor,Lamya Kaddor,Lamya Kaddor,1200442200,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Khan, Misbah",Misbah,Khan,Misbah Khan,Misbah Khan,98756479,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Notz, Dr. Konstantin von",Dr. Konstantin von,Notz,Dr. Konstantin von Notz,Konstantin von Notz,17752770,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Pahlke, Julian",Julian,Pahlke,Julian Pahlke,Julian Pahlke,960825326132752385,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Bubendorfer-Licht, Sandra",Sandra,Bubendorfer-Licht,Sandra Bubendorfer-Licht,Sandra Bubendorfer-Licht,887343634647003136,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Höferlin, Manuel",Manuel,Höferlin,Manuel Höferlin,Manuel Höferlin,17483463,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Jurisch, Dr. Ann-Veruschka",Dr. Ann-Veruschka,Jurisch,Dr. Ann-Veruschka Jurisch,Ann-Veruschka Jurisch,1377177846158778373,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Redder, Dr. Volker",Dr. Volker,Redder,Dr. Volker Redder,Volker Redder,65658028,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Teuteberg, Linda",Linda,Teuteberg,Linda Teuteberg,Linda Teuteberg,170964436,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Thomae, Stephan",Stephan,Thomae,Stephan Thomae,Stephan Thomae,75005687,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Baumann, Dr. Bernd",Dr. Bernd,Baumann,Dr. Bernd Baumann,Bernd Baumann,3043727333,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Curio, Dr. Gottfried",Dr. Gottfried,Curio,Dr. Gottfried Curio,Gottfried Curio,848618993015500802,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Hess, Martin",Martin,Hess,Martin Hess,Martin Hess,872663038805016576,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Janich, Steffen",Steffen,Janich,Steffen Janich,Steffen Janich,NA,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Wirth, Dr. Christian",Dr. Christian,Wirth,Dr. Christian Wirth,Christian Wirth,920193967937019904,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Pau, Petra",Petra,Pau,Petra Pau,Petra Pau,1683845126,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Pau, Petra",Petra,Pau,Petra Pau,Petra Pau,560467206,WP_20,2021-10-26,NA,innere_sicherheit
Inneres und Heimat,"Renner, Martina",Martina,Renner,Martina Renner,Martina Renner,68920005,WP_20,2021-10-26,NA,innere_sicherheit
Klimaschutz und Energie,"Ernst, Klaus",Klaus,Ernst,Klaus Ernst,Klaus Ernst,64994645,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Abdi, Sanae",Sanae,Abdi,Sanae Abdi,Sanae Abdi,200695422,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Bergt, Bengt",Bengt,Bergt,Bengt Bergt,Bengt Bergt,1319941408422318081,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Gremmels, Timon",Timon,Gremmels,Timon Gremmels,Timon Gremmels,494809842,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Hümpfer, Markus",Markus,Hümpfer,Markus Hümpfer,Markus Hümpfer,709129502870409217,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Kleebank, Helmut",Helmut,Kleebank,Helmut Kleebank,Helmut Kleebank,4185556127,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Mehltretter, Andreas",Andreas,Mehltretter,Andreas Mehltretter,Andreas Mehltretter,15820788,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Mesarosch, Robin",Robin,Mesarosch,Robin Mesarosch,Robin Mesarosch,208413193,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Rimkus, Andreas",Andreas,Rimkus,Andreas Rimkus,Andreas Rimkus,30838821,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Scheer, Dr. Nina",Dr. Nina,Scheer,Dr. Nina Scheer,Nina Scheer,845213960060243968,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Zschau, Katrin",Katrin,Zschau,Katrin Zschau,Katrin Zschau,NA,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Friedrich, Dr. Hans-Peter",Dr. Hans-Peter,Friedrich,Dr. Hans-Peter Friedrich,Hans-Peter Friedrich,NA,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Gramling, Fabian",Fabian,Gramling,Fabian Gramling,Fabian Gramling,738358276560150532,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Heilmann, Thomas",Thomas,Heilmann,Thomas Heilmann,Thomas Heilmann,56806603,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Helfrich, Mark",Mark,Helfrich,Mark Helfrich,Mark Helfrich,NA,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Jung, Andreas",Andreas,Jung,Andreas Jung,Andreas Jung,NA,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Koeppen, Jens",Jens,Koeppen,Jens Koeppen,Jens Koeppen,146376562,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"König, Anne",Anne,König,Anne König,Anne König,4493363728,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Lenz, Dr. Andreas",Dr. Andreas,Lenz,Dr. Andreas Lenz,Andreas Lenz,3635730797,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Weiss, Maria-Lena",Maria-Lena,Weiss,Maria-Lena Weiss,Maria-Lena Weiss,2654324832,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Badum, Lisa",Lisa,Badum,Lisa Badum,Lisa Badum,282195399,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Henneberger, Kathrin",Kathrin,Henneberger,Kathrin Henneberger,Kathrin Henneberger,17152502,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Herrmann, Bernhard",Bernhard,Herrmann,Bernhard Herrmann,Bernhard Herrmann,1372871859025408002,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Nestle, Dr. Ingrid",Dr. Ingrid,Nestle,Dr. Ingrid Nestle,Ingrid Nestle,44359035,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Uhlig, Katrin",Katrin,Uhlig,Katrin Uhlig,Katrin Uhlig,1346462734662193152,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Glogowski-Merten, Anikó",Anikó,Glogowski-Merten,Anikó Glogowski-Merten,Anikó Glogowski-Merten,NA,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"in der Beek, Olaf",Olaf,in der Beek,Olaf in der Beek,Olaf in der Beek,913327957602693121,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Kruse, Michael",Michael,Kruse,Michael Kruse,Michael Kruse,2823984824,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Stockmeier, Konrad",Konrad,Stockmeier,Konrad Stockmeier,Konrad Stockmeier,NA,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Bernhard, Marc",Marc,Bernhard,Marc Bernhard,Marc Bernhard,805823950253150208,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Hilse, Karsten",Karsten,Hilse,Karsten Hilse,Karsten Hilse,920932259347214338,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Kotré, Steffen",Steffen,Kotré,Steffen Kotré,Steffen Kotré,912223443231428609,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_20,2021-10-26,NA,umwelt
Klimaschutz und Energie,"Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_20,2021-10-26,NA,umwelt
Kultur und Medien,"Budde, Katrin",Katrin,Budde,Katrin Budde,Katrin Budde,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Wanderwitz, Marco",Marco,Wanderwitz,Marco Wanderwitz,Marco Wanderwitz,16361044,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Koß, Simona",Simona,Koß,Simona Koß,Simona Koß,1359549652199170050,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Lindh, Helge",Helge,Lindh,Helge Lindh,Helge Lindh,454981027,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Schieder, Marianne",Marianne,Schieder,Marianne Schieder,Marianne Schieder,1306503986791448576,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Schneider, Daniel",Daniel,Schneider,Daniel Schneider,Daniel Schneider,893573589781315584,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Weingarten, Dr. Joe",Dr. Joe,Weingarten,Dr. Joe Weingarten,Joe Weingarten,811960243353780226,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Frieser, Michael",Michael,Frieser,Michael Frieser,Michael Frieser,4577700622,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Mörseburg, Maximilian",Maximilian,Mörseburg,Maximilian Mörseburg,Maximilian Mörseburg,270435074,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Schenderlein, Dr. Christiane",Dr. Christiane,Schenderlein,Dr. Christiane Schenderlein,Christiane Schenderlein,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Widmann-Mauz, Annette",Annette,Widmann-Mauz,Annette Widmann-Mauz,Annette Widmann-Mauz,3351905747,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Amtsberg, Luise",Luise,Amtsberg,Luise Amtsberg,Luise Amtsberg,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Grundl, Erhard",Erhard,Grundl,Erhard Grundl,Erhard Grundl,951773879822880768,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Tesfaiesus, Awet",Awet,Tesfaiesus,Awet Tesfaiesus,Awet Tesfaiesus,1035577771853049858,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Glogowski-Merten, Anikó",Anikó,Glogowski-Merten,Anikó Glogowski-Merten,Anikó Glogowski-Merten,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Hacker, Thomas",Thomas,Hacker,Thomas Hacker,Thomas Hacker,89209507,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Jongen, Dr. Marc",Dr. Marc,Jongen,Dr. Marc Jongen,Marc Jongen,4121053541,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Renner, Martin Erwin",Martin Erwin,Renner,Martin Erwin Renner,Martin Erwin Renner,2535401947,WP_20,2021-10-26,NA,kultur_medien_sport
Kultur und Medien,"Korte, Jan",Jan,Korte,Jan Korte,Jan Korte,4164673821,WP_20,2021-10-26,NA,kultur_medien_sport
Menschenrechte und humanitäre Hilfe,"Alt, Renata",Renata,Alt,Renata Alt,Renata Alt,1001837201276235777,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Altenkamp, Norbert Maria",Norbert Maria,Altenkamp,Norbert Maria Altenkamp,Norbert Maria Altenkamp,NA,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Droßmann, Falko",Falko,Droßmann,Falko Droßmann,Falko Droßmann,NA,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Engelhardt, Heike",Heike,Engelhardt,Heike Engelhardt,Heike Engelhardt,1444355078144548872,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Funke, Fabian",Fabian,Funke,Fabian Funke,Fabian Funke,941607536968519680,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Schwabe, Frank",Frank,Schwabe,Frank Schwabe,Frank Schwabe,30050484,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Sthamer, Nadja",Nadja,Sthamer,Nadja Sthamer,Nadja Sthamer,1325320336016027648,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Türk-Nachbaur, Derya",Derya,Türk-Nachbaur,Derya Türk-Nachbaur,Derya Türk-Nachbaur,1162689374510886912,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Abraham, Knut",Knut,Abraham,Knut Abraham,Knut Abraham,NA,WP_20,2021-10-26,NA,entwicklung
