committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end
Digitale Agenda,"Kemmer, Ronja",Ronja,Kemmer,Ronja Kemmer,Ronja Kemmer,2405039875,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Sauer, Stefan",Stefan,Sauer,Stefan Sauer,Stefan Sauer,NA,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Schipanski, Tankred",Tankred,Schipanski,Tankred Schipanski,Tankred Schipanski,39938182,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Herzog, Gustav",Gustav,Herzog,Gustav Herzog,Gustav Herzog,857001941305634816,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Korkmaz-Emre, Elvan",Elvan,Korkmaz-Emre,Elvan Korkmaz-Emre,Elvan Korkmaz-Emre,3930477322,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Mohrs, Falko",Falko,Mohrs,Falko Mohrs,Falko Mohrs,79228932,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Weingarten, Dr. Joe",Dr. Joe,Weingarten,Dr. Joe Weingarten,Joe Weingarten,811960243353780226,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Zimmermann, Dr. Jens",Dr. Jens,Zimmermann,Dr. Jens Zimmermann,Jens Zimmermann,449619355,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Cotar, Joana",Joana,Cotar,Joana Cotar,Joana Cotar,814970546366611457,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Espendiller, Dr. Michael",Dr. Michael,Espendiller,Dr. Michael Espendiller,Michael Espendiller,885167849685340161,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Schulz, Uwe",Uwe,Schulz,Uwe Schulz,Uwe Schulz,19177808,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Brandenburg, Mario",Mario,Brandenburg,Mario Brandenburg,Mario Brandenburg,802968497831739392,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Domscheit-Berg, Anke",Anke,Domscheit-Berg,Anke Domscheit-Berg,Anke Domscheit-Berg,16557497,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Sitte, Dr. Petra",Dr. Petra,Sitte,Dr. Petra Sitte,Petra Sitte,293522998,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Christmann, Dr. Anna",Dr. Anna,Christmann,Dr. Anna Christmann,Anna Christmann,1617177360,WP_19,2017-10-24,2021-10-26
Digitale Agenda,"Janecek, Dieter",Dieter,Janecek,Dieter Janecek,Dieter Janecek,52024480,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Gerig, Alois",Alois,Gerig,Alois Gerig,Alois Gerig,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Konrad, Carina",Carina,Konrad,Carina Konrad,Carina Konrad,874304935906729986,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Abercron, Dr. Michael von",Dr. Michael von,Abercron,Dr. Michael von Abercron,Michael von Abercron,862747349277450240,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Auernhammer, Artur",Artur,Auernhammer,Artur Auernhammer,Artur Auernhammer,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Breher, Silvia",Silvia,Breher,Silvia Breher,Silvia Breher,1337056810566553607,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Färber, Hermann",Hermann,Färber,Hermann Färber,Hermann Färber,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Landgraf, Katharina",Katharina,Landgraf,Katharina Landgraf,Katharina Landgraf,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Marwitz, Hans-Georg von der",Hans-Georg von der,Marwitz,Hans-Georg von der Marwitz,Hans-Georg von der Marwitz,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Röring, Johannes",Johannes,Röring,Johannes Röring,Johannes Röring,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Stegemann, Albert",Albert,Stegemann,Albert Stegemann,Albert Stegemann,1127961248493129728,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Stier, Dieter",Dieter,Stier,Dieter Stier,Dieter Stier,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Straubinger, Max",Max,Straubinger,Max Straubinger,Max Straubinger,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Thies, Hans-Jürgen",Hans-Jürgen,Thies,Hans-Jürgen Thies,Hans-Jürgen Thies,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Vries, Kees de",Kees de,Vries,Kees de Vries,Kees de Vries,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Baradari, Nezahat",Nezahat,Baradari,Nezahat Baradari,Nezahat Baradari,2773426719,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Lotze, Hiltrud",Hiltrud,Lotze,Hiltrud Lotze,Hiltrud Lotze,38272947,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Mackensen-Geis, Isabel",Isabel,Mackensen-Geis,Isabel Mackensen-Geis,Isabel Mackensen-Geis,2322165327,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Schmidt, Uwe",Uwe,Schmidt,Uwe Schmidt,Uwe Schmidt,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Spiering, Rainer",Rainer,Spiering,Rainer Spiering,Rainer Spiering,18668620,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Träger, Carsten",Carsten,Träger,Carsten Träger,Carsten Träger,3577737256,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Felser, Peter",Peter,Felser,Peter Felser,Peter Felser,3384789731,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Gminder, Franziska",Franziska,Gminder,Franziska Gminder,Franziska Gminder,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Gottberg, Wilhelm von",Wilhelm von,Gottberg,Wilhelm von Gottberg,Wilhelm von Gottberg,3412973404,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Kestner, Jens",Jens,Kestner,Jens Kestner,Jens Kestner,916937598232391680,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Protschka, Stephan",Stephan,Protschka,Stephan Protschka,Stephan Protschka,1412287272,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Bauer, Nicole",Nicole,Bauer,Nicole Bauer,Nicole Bauer,1061873979760263168,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Busen, Karlheinz",Karlheinz,Busen,Karlheinz Busen,Karlheinz Busen,935554963639558145,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Hocker, Dr. Gero Clemens",Dr. Gero Clemens,Hocker,Dr. Gero Clemens Hocker,Gero Clemens Hocker,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Bluhm-Förster, Heidrun",Heidrun,Bluhm-Förster,Heidrun Bluhm-Förster,Heidrun Bluhm-Förster,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Mohamed Ali, Amira",Amira,Mohamed Ali,Amira Mohamed Ali,Amira Mohamed Ali,934029228886065152,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Steinke, Kersten",Kersten,Steinke,Kersten Steinke,Kersten Steinke,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Tackmann, Dr. Kirsten",Dr. Kirsten,Tackmann,Dr. Kirsten Tackmann,Kirsten Tackmann,1294725486,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Ebner, Harald",Harald,Ebner,Harald Ebner,Harald Ebner,52431948,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Künast, Renate",Renate,Künast,Renate Künast,Renate Künast,1425265488,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Ostendorff, Friedrich",Friedrich,Ostendorff,Friedrich Ostendorff,Friedrich Ostendorff,NA,WP_19,2017-10-24,2021-10-26
Ernährung und Landwirtschaft,"Tressel, Markus",Markus,Tressel,Markus Tressel,Markus Tressel,2306519694,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Krichbaum, Gunther",Gunther,Krichbaum,Gunther Krichbaum,Gunther Krichbaum,1161098384020824069,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Töns, Markus",Markus,Töns,Markus Töns,Markus Töns,3522875063,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Amthor, Philipp",Philipp,Amthor,Philipp Amthor,Philipp Amthor,934016327567790080,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Groden-Kranich, Ursula",Ursula,Groden-Kranich,Ursula Groden-Kranich,Ursula Groden-Kranich,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Hahn, Florian",Florian,Hahn,Florian Hahn,Florian Hahn,403735368,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Helfrich, Mark",Mark,Helfrich,Mark Helfrich,Mark Helfrich,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Hirte, Prof. Dr. Heribert",Prof. Dr. Heribert,Hirte,Prof. Dr. Heribert Hirte,Heribert Hirte,1513671236,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Kovac, Kordula",Kordula,Kovac,Kordula Kovac,Kordula Kovac,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Ludwig, Dr. Saskia",Dr. Saskia,Ludwig,Dr. Saskia Ludwig,Saskia Ludwig,472261226,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Natterer, Christian",Christian,Natterer,Christian Natterer,Christian Natterer,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Ostermann, Dr. Tim",Dr. Tim,Ostermann,Dr. Tim Ostermann,Tim Ostermann,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Ploß, Dr. Christoph",Dr. Christoph,Ploß,Dr. Christoph Ploß,Christoph Ploß,928335737803722753,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Seif, Detlef",Detlef,Seif,Detlef Seif,Detlef Seif,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Staffler, Katrin",Katrin,Staffler,Katrin Staffler,Katrin Staffler,825019912083038208,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Ullrich, Dr. Volker",Dr. Volker,Ullrich,Dr. Volker Ullrich,Volker Ullrich,28446356,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Baradari, Nezahat",Nezahat,Baradari,Nezahat Baradari,Nezahat Baradari,2773426719,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Glöckner, Angelika",Angelika,Glöckner,Angelika Glöckner,Angelika Glöckner,976421048,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Hakverdi, Metin",Metin,Hakverdi,Metin Hakverdi,Metin Hakverdi,1043288618,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Petry, Christian",Christian,Petry,Christian Petry,Christian Petry,64159881,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Schäfer, Axel",Axel,Schäfer,Axel Schäfer,Axel Schäfer,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Schraps, Johannes",Johannes,Schraps,Johannes Schraps,Johannes Schraps,1356753444,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Tausend, Claudia",Claudia,Tausend,Claudia Tausend,Claudia Tausend,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Droese, Siegbert",Siegbert,Droese,Siegbert Droese,Siegbert Droese,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Kleinwächter, Norbert",Norbert,Kleinwächter,Norbert Kleinwächter,Norbert Kleinwächter,865920519668989955,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Miazga, Corinna",Corinna,Miazga,Corinna Miazga,Corinna Miazga,868762469115846657,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Weyel, Prof. Dr. Harald",Prof. Dr. Harald,Weyel,Prof. Dr. Harald Weyel,Harald Weyel,841412635270762496,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Hacker, Thomas",Thomas,Hacker,Thomas Hacker,Thomas Hacker,89209507,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Kuhle, Konstantin",Konstantin,Kuhle,Konstantin Kuhle,Konstantin Kuhle,475275997,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Link, Michael Georg",Michael Georg,Link,Michael Georg Link,Michael Georg Link,3034092143,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Ullrich, Gerald",Gerald,Ullrich,Gerald Ullrich,Gerald Ullrich,935456332655874048,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Dehm, Dr. Diether",Dr. Diether,Dehm,Dr. Diether Dehm,Diether Dehm,20986770,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Hunko, Andrej",Andrej,Hunko,Andrej Hunko,Andrej Hunko,87281380,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Nord, Thomas",Thomas,Nord,Thomas Nord,Thomas Nord,1421571306,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Ulrich, Alexander",Alexander,Ulrich,Alexander Ulrich,Alexander Ulrich,NA,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Brantner, Dr. Franziska",Dr. Franziska,Brantner,Dr. Franziska Brantner,Franziska Brantner,32323724,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Müller, Claudia",Claudia,Müller,Claudia Müller,Claudia Müller,937403112,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Sarrazin, Manuel",Manuel,Sarrazin,Manuel Sarrazin,Manuel Sarrazin,17922403,WP_19,2017-10-24,2021-10-26
Europäische Angelegenheiten,"Zickenheiner, Gerhard",Gerhard,Zickenheiner,Gerhard Zickenheiner,Gerhard Zickenheiner,1201838123841404929,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Zimmermann, Sabine",Sabine,Zimmermann,Sabine Zimmermann,Sabine Zimmermann,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Schauws, Ulle",Ulle,Schauws,Ulle Schauws,Ulle Schauws,17363943,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Beermann, Maik",Maik,Beermann,Maik Beermann,Maik Beermann,569257486,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Bernstein, Melanie",Melanie,Bernstein,Melanie Bernstein,Melanie Bernstein,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Breher, Silvia",Silvia,Breher,Silvia Breher,Silvia Breher,1337056810566553607,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Kartes, Torbjörn",Torbjörn,Kartes,Torbjörn Kartes,Torbjörn Kartes,3188225915,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Landgraf, Katharina",Katharina,Landgraf,Katharina Landgraf,Katharina Landgraf,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Launert, Dr. Silke",Dr. Silke,Launert,Dr. Silke Launert,Silke Launert,4926993244,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Noll, Michaela",Michaela,Noll,Michaela Noll,Michaela Noll,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Pahlmann, Ingrid",Ingrid,Pahlmann,Ingrid Pahlmann,Ingrid Pahlmann,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Pantel, Sylvia",Sylvia,Pantel,Sylvia Pantel,Sylvia Pantel,1082464339,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Patzelt, Martin",Martin,Patzelt,Martin Patzelt,Martin Patzelt,1159072277746593792,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Pilsinger, Stephan",Stephan,Pilsinger,Stephan Pilsinger,Stephan Pilsinger,819914159915667456,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Rief, Josef",Josef,Rief,Josef Rief,Josef Rief,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Weinberg, Marcus",Marcus,Weinberg,Marcus Weinberg,Marcus Weinberg,884382990,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Wiesmann, Bettina Margarethe",Bettina Margarethe,Wiesmann,Bettina Margarethe Wiesmann,Bettina Margarethe Wiesmann,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Bahr, Ulrike",Ulrike,Bahr,Ulrike Bahr,Ulrike Bahr,724565991104110592,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Breymaier, Leni",Leni,Breymaier,Leni Breymaier,Leni Breymaier,748453543632330752,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Ortleb, Josephine",Josephine,Ortleb,Josephine Ortleb,Josephine Ortleb,21618829,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Rix, Sönke",Sönke,Rix,Sönke Rix,Sönke Rix,36327895,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Rüthrich, Susann",Susann,Rüthrich,Susann Rüthrich,Susann Rüthrich,1461997548,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Schulte, Ursula",Ursula,Schulte,Ursula Schulte,Ursula Schulte,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Schwartze, Stefan",Stefan,Schwartze,Stefan Schwartze,Stefan Schwartze,1117526742,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Stadler, Svenja",Svenja,Stadler,Svenja Stadler,Svenja Stadler,3337459024,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Yüksel, Gülistan",Gülistan,Yüksel,Gülistan Yüksel,Gülistan Yüksel,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Ehrhorn, Thomas",Thomas,Ehrhorn,Thomas Ehrhorn,Thomas Ehrhorn,3242322815,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Harder-Kühnel, Mariana Iris",Mariana Iris,Harder-Kühnel,Mariana Iris Harder-Kühnel,Mariana Iris Harder-Kühnel,NA,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Höchst, Nicole",Nicole,Höchst,Nicole Höchst,Nicole Höchst,3105025175,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Huber, Johannes",Johannes,Huber,Johannes Huber,Johannes Huber,2527085323,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Huber, Johannes",Johannes,Huber,Johannes Huber,Johannes Huber,925286741921189888,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Reichardt, Martin",Martin,Reichardt,Martin Reichardt,Martin Reichardt,2545743991,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Aggelidis, Grigorios",Grigorios,Aggelidis,Grigorios Aggelidis,Grigorios Aggelidis,976107205849206784,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Bauer, Nicole",Nicole,Bauer,Nicole Bauer,Nicole Bauer,1061873979760263168,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Föst, Daniel",Daniel,Föst,Daniel Föst,Daniel Föst,422569574,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Seestern-Pauly, Matthias",Matthias,Seestern-Pauly,Matthias Seestern-Pauly,Matthias Seestern-Pauly,1006099793888841729,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Achelwilm, Doris",Doris,Achelwilm,Doris Achelwilm,Doris Achelwilm,4819478705,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Müller, Norbert",Norbert,Müller,Norbert Müller,Norbert Müller,4265444913,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Werner, Katrin",Katrin,Werner,Katrin Werner,Katrin Werner,224630872,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Deligöz, Ekin",Ekin,Deligöz,Ekin Deligöz,Ekin Deligöz,22125770,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Schneidewind-Hartnagel, Charlotte",Charlotte,Schneidewind-Hartnagel,Charlotte Schneidewind-Hartnagel,Charlotte Schneidewind-Hartnagel,1235523759597068288,WP_19,2017-10-24,2021-10-26
"Familie, Senioren, Frauen und Jugend","Walter-Rosenheimer, Beate",Beate,Walter-Rosenheimer,Beate Walter-Rosenheimer,Beate Walter-Rosenheimer,47049428,WP_19,2017-10-24,2021-10-26
Finanzen,"Hessel, Katja",Katja,Hessel,Katja Hessel,Katja Hessel,107806591,WP_19,2017-10-24,2021-10-26
Finanzen,"Glaser, Albrecht",Albrecht,Glaser,Albrecht Glaser,Albrecht Glaser,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Brehm, Sebastian",Sebastian,Brehm,Sebastian Brehm,Sebastian Brehm,904304932257492992,WP_19,2017-10-24,2021-10-26
Finanzen,"Brodesser, Dr. Carsten",Dr. Carsten,Brodesser,Dr. Carsten Brodesser,Carsten Brodesser,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Güntzler, Fritz",Fritz,Güntzler,Fritz Güntzler,Fritz Güntzler,779601750789656576,WP_19,2017-10-24,2021-10-26
Finanzen,"Gutting, Olav",Olav,Gutting,Olav Gutting,Olav Gutting,58429842,WP_19,2017-10-24,2021-10-26
Finanzen,"Hauer, Matthias",Matthias,Hauer,Matthias Hauer,Matthias Hauer,1158585210,WP_19,2017-10-24,2021-10-26
Finanzen,"Maizière, Dr. Thomas de",Dr. Thomas de,Maizière,Dr. Thomas de Maizière,Thomas de Maizière,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Michelbach, Dr. h. c. Hans",Dr. h. c. Hans,Michelbach,Dr. h. c. Hans Michelbach,Hans Michelbach,824221646290616321,WP_19,2017-10-24,2021-10-26
Finanzen,"Müller, Sepp",Sepp,Müller,Sepp Müller,Sepp Müller,801803127762669568,WP_19,2017-10-24,2021-10-26
Finanzen,"Radwan, Alexander",Alexander,Radwan,Alexander Radwan,Alexander Radwan,2831760211,WP_19,2017-10-24,2021-10-26
Finanzen,"Steiniger, Johannes",Johannes,Steiniger,Johannes Steiniger,Johannes Steiniger,83474160,WP_19,2017-10-24,2021-10-26
Finanzen,"Stetten, Christian Freiherr von",Christian Freiherr von,Stetten,Christian Freiherr von Stetten,Christian Freiherr von Stetten,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Tebroke, Dr. Hermann-Josef",Dr. Hermann-Josef,Tebroke,Dr. Hermann-Josef Tebroke,Hermann-Josef Tebroke,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Tiemann, Dr. Dietlind",Dr. Dietlind,Tiemann,Dr. Dietlind Tiemann,Dietlind Tiemann,4818645382,WP_19,2017-10-24,2021-10-26
Finanzen,"Tillmann, Antje",Antje,Tillmann,Antje Tillmann,Antje Tillmann,1082925763316367360,WP_19,2017-10-24,2021-10-26
Finanzen,"Arndt-Brauer, Ingrid",Ingrid,Arndt-Brauer,Ingrid Arndt-Brauer,Ingrid Arndt-Brauer,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Binding, Lothar",Lothar,Binding,Lothar Binding,Lothar Binding,2617281050,WP_19,2017-10-24,2021-10-26
Finanzen,"Daldrup, Bernhard",Bernhard,Daldrup,Bernhard Daldrup,Bernhard Daldrup,1329019163126476800,WP_19,2017-10-24,2021-10-26
Finanzen,"Esdar, Dr. Wiebke",Dr. Wiebke,Esdar,Dr. Wiebke Esdar,Wiebke Esdar,1042109887604563968,WP_19,2017-10-24,2021-10-26
Finanzen,"Kiziltepe, Cansel",Cansel,Kiziltepe,Cansel Kiziltepe,Cansel Kiziltepe,23248102,WP_19,2017-10-24,2021-10-26
Finanzen,"Martin, Dorothee",Dorothee,Martin,Dorothee Martin,Dorothee Martin,241008237,WP_19,2017-10-24,2021-10-26
Finanzen,"Schraps, Johannes",Johannes,Schraps,Johannes Schraps,Johannes Schraps,1356753444,WP_19,2017-10-24,2021-10-26
Finanzen,"Schrodi, Michael",Michael,Schrodi,Michael Schrodi,Michael Schrodi,806975237766135813,WP_19,2017-10-24,2021-10-26
Finanzen,"Zimmermann, Dr. Jens",Dr. Jens,Zimmermann,Dr. Jens Zimmermann,Jens Zimmermann,449619355,WP_19,2017-10-24,2021-10-26
Finanzen,"Gminder, Franziska",Franziska,Gminder,Franziska Gminder,Franziska Gminder,NA,WP_19,2017-10-24,2021-10-26
Finanzen,"Gottschalk, Kay",Kay,Gottschalk,Kay Gottschalk,Kay Gottschalk,1286011081,WP_19,2017-10-24,2021-10-26
Finanzen,"Keuter, Stefan",Stefan,Keuter,Stefan Keuter,Stefan Keuter,794628172570619904,WP_19,2017-10-24,2021-10-26
Finanzen,"Herbrand, Markus",Markus,Herbrand,Markus Herbrand,Markus Herbrand,997138767763750912,WP_19,2017-10-24,2021-10-26
Finanzen,"Mansmann, Till",Till,Mansmann,Till Mansmann,Till Mansmann,954049866283483136,WP_19,2017-10-24,2021-10-26
Finanzen,"Schäffler, Frank",Frank,Schäffler,Frank Schäffler,Frank Schäffler,18189342,WP_19,2017-10-24,2021-10-26
Finanzen,"Toncar, Dr. Florian",Dr. Florian,Toncar,Dr. Florian Toncar,Florian Toncar,17462171,WP_19,2017-10-24,2021-10-26
